genus	primary_lifestyle	secondary_lifestyle	plant_endophytic_capability	plant_pathogenic_capacity	decay_substrate	decay_type	aquatic_habitat	animal_biotrophic	specific_host	growth_form	fruitbody_type	hymenium_type	ectomycorrhiza_exploration_type	ectomycorrhiza_lineage	primary_photobiont	secondary_photobiont
Rhymbocarpus	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Sabahriopsis	litter_saprotroph	plant_pathogen		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Skyttea	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Skyttella	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Thamnogalla	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Unguiculariopsis	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Cryptosporiopsis	unspecified_saprotroph						non-aquatic			filamentous_mycelium						
Discohainesia	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Helgardia	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Marssonina	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Articulospora	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Cladochasiella	litter_saprotroph				leaf/fruit/seed		partly_aquatic			filamentous_mycelium						
Discinella	soil_saprotroph				soil		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Fontanospora	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Gyoerffyella	litter_saprotroph	root_endophyte	root_endophyte_dark_septate		leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Lemonniera	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Margaritispora	litter_saprotroph				leaf/fruit/seed		partly_aquatic			filamentous_mycelium						
Naevala	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Pezoloma	root_endophyte	soil_saprotroph	root_endophyte	leaf/fruit/seed_pathogen	soil		partly_aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Tetrachaetum	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Blumeriella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Diplocarpon	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Drepanopeziza	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Felisbertia	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Leptotrochila	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Pseudopezicula	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Spilopodia	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Spilopodiella	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Ascocoryne	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Ascotremella	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Chloroscypha	foliar_endophyte	litter_saprotroph	foliar_endophyte		leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Neobulgaria	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Phaeangellina	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Skyathea	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Ascocalyx	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Atropellis	plant_pathogen	wood_saprotroph		wood_pathogen	"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Godronia	plant_pathogen	wood_saprotroph		wood_pathogen	"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Gremmeniella	plant_pathogen	foliar_endophyte	foliar_endophyte	wood_pathogen	"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Grovesiella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		Pinaceae_needles	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Amylocarpus	wood_saprotroph				wood	soft_rot	marine			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Anguillospora	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Ascoconidium	wood_saprotroph	plant_pathogen		wood_pathogen	wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Bryoscyphus	plant_pathogen	bryophilous		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic		mosses	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Calycella	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Cudoniella	litter_saprotroph	wood_saprotroph			"wood,leaf/fruit/seed"		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Cyathicula	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Dendrospora	litter_saprotroph				leaf/fruit/seed		partly_aquatic			filamentous_mycelium						
Dicephalospora	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Discorehmia	unspecified_saprotroph						non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Endoscypha	plant_pathogen	epiphyte		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Filosporella	litter_saprotroph				leaf/fruit/seed		partly_aquatic			filamentous_mycelium						
Glarea	soil_saprotroph				soil		non-aquatic			filamentous_mycelium						
Gloeotinia	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Helicocentralis	litter_saprotroph				leaf/fruit/seed		partly_aquatic			filamentous_mycelium						
Hymenoscyphus	litter_saprotroph	plant_pathogen		leaf/fruit/seed_pathogen	leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Hymenotorrendiella	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Muscicola	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		mosses	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Mytilodiscus	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	hysterothecium_(opening_slith-like)	closed				
Phaeohelotium	ectomycorrhizal						non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	short-distance_delicate	/phaeohelotium		
Pirottaea	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Pithyella	unspecified_saprotroph				"leaf/fruit/seed,roots,fungal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Pseudoniptera	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Roesleria	plant_pathogen	unsepcified_saprotroph		root_pathogen	roots		non-aquatic			filamentous_mycelium	mazaedium_(pushpin-like)	other				
Roeslerina	plant_pathogen	unsepcified_saprotroph		root_pathogen	roots		non-aquatic			filamentous_mycelium	mazaedium_(pushpin-like)	other				
Symphyosirinia	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Tatraea	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Topospora	unspecified_saprotroph						non-aquatic			filamentous_mycelium						
Xylogramma	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Aquapoterium	litter_saprotroph				leaf/fruit/seed		freshwater			filamentous_mycelium						
Ascluella	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Ascoclavulina	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Brackelia	plant_pathogen	lichen_parasite		leaf/fruit/seed_pathogen	"leaf/fruit/seed,fungal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Cecidioskyttea	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Chlorovibrissea	litter_saprotroph	wood_saprotroph			"wood,leaf/fruit/seed"		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Colipila	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Connersia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	none	none				
Cryptocline	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	none	none				
Discocistella	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Encoeliopsis	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Larissia	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Lemalis	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Libartania	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Merodontis	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Mitrulinia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Mollisiopsis	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Muscia	litter_saprotroph	bryophilous			leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Patellariopsis	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Pestalopezia	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Phacidiella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	none	none				
Phialea	litter_saprotroph	plant_pathogen		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Pseudomitrula	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Sambucina	unspecified_saprotroph						non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Sarcomyces	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Unguicularia	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Heterosphaeria	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Aeruginoscyphus	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Ambrodiscus	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Arbusculina	wood_saprotroph				wood		partly_aquatic			filamentous_mycelium						
Clathrosphaerina	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Dimorphotricha	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Echinula	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Everhartia	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	none	none				
Glutinomyces	root_endophyte	soil_saprotroph	root_endophyte		soil		non-aquatic			filamentous_mycelium						
Graddonidiscus	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Grahamiella	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Hegermila	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Hyaloscypha	litter_saprotroph	wood_saprotroph		leaf/fruit/seed_pathogen	"wood,leaf/fruit/seed"		partly_freshwater_(partly_non-aquatic)		mosses	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Hyphopeziza	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Incrupila	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Meliniomyces	root_endophyte	soil_saprotroph	root_endophyte		soil		non-aquatic			filamentous_mycelium	None	none	short-distance_delicate	/meliniomyces		
Obeliospora	litter_saprotroph									filamentous_mycelium						
Olla	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Parorbiliopsis	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Polaroscyphus	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Proprioscypha	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Protounguicularia	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Pseudaegerita	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Pseudoclathrosphaerina	litter_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Psilocistella	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Rhizoscyphus	root_endophyte	soil_saprotroph	root_endophyte		soil		non-aquatic			filamentous_mycelium						
Thindiomyces	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Unguiculariella	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Unguiculella	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Hydrocina	litter_saprotroph				leaf/fruit/seed		freshwater			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Varicosporium	litter_saprotroph				leaf/fruit/seed		partly_aquatic			filamentous_mycelium						
Xerombrophila	wood_saprotroph				wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Catenulifera	wood_saprotroph				wood		non-aquatic			filamentous_mycelium						
Albotricha	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Belonidium	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Brunnipila	litter_saprotroph				leaf/fruit/seed		partly_aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Capitotricha	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Dasyscyphella	wood_saprotroph	litter_saprotroph			"wood,leaf/fruit/seed"		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Erioscyphella	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
